facility_code,DHIS2 UID,Hims code,facility_name,admin1,admin2,Constituency,Ward,zone,Location,facility_type,ownership_detail,status,Mobility status,Accesibility,catchment_population,Catchment population cso,Number of households,latitude,longitude,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
3975,KVbWUJua5zg,7040 0013,Kabipupu Rural Health Centre,North-Western,Mufumbwe,Mufumbwe,Kabipupu,NA,Rural,Health Centre,Public,Functional,Fixed,Open,3130,2306,612,-13.689416,24.976663,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001282,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2482,p120QR29LZS,20090010,Mufulira Clinic 7 Urban Health Centre,Copperbelt,Mufulira,Kantanshi,Bwafwano,NA,Urban,Health Centre,Private,Functional,Fixed,Restricted,NA,2062,NA,-12.518233,28.200467,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001283,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1384,pB9XCMVczCY,80090024,Makalo Health Post,Southern,Namwala,Namwala,Namusonde,NA,Rural,Health Post,Public,Functional,Fixed,Open,2238,1654,223,-15.93453806,26.72601937,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001284,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3112,NA,10010006,ZNS Chisamba Rural Health Centre,Central,Chibombo,Keembe,Chaloshi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,8724,6015,4,-14.977,28.372,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001285,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2146,FnmJOVO4JGz,10110018,Mulilima Rural Health Centre,Central,Serenje,Serenje,Musangashi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,13022,NA,-13.3659,29.916,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001286,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3111,g42i3akwlpj,NA,Chilochabalenje Health Post,Central,Chibombo,Katuba,Chilochabalenje,NA,Urban,Health Post,Public,Functional,Fixed,Open,2788,1923,1,-15.137844,27.922165,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001287,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4197,vkYcmHsgChc,50060002,Advance Diagnostic Centre Limited,Lusaka,Lusaka,Lusaka Central,Chilenje,NA,Urban,Diagnostic centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4085,28.29496,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001288,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4223,Cn6fGHiGmul,50060185,Medcross Hospital,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,1st Level Hospital,Private,Functional,Fixed,Open,NA,NA,NA,-15.403975,28.372737,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001290,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3924,pBiboEjefRf,55090019,Mutitima Health Post,Muchinga,Shiwang'andu,Shiwanga'ndu,Nyimbwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,2540,2058,NA,-10.8272,31.69485,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001291,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1146,QFfq2KH52bD,90080011,Sanembo Health Post,Western,Mulobezi,Mulobezi,Kabanga,NA,Rural,Health Post,Public,Functional,Fixed,Open,2968,2168,NA,-16.891167,24.852233,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001292,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1008,SdUIPgzHO7L,80060024,Nsongwe Health Post,Southern,Livingstone,Livingstone,Shungu,NA,Urban,Health Post,Public,Functional,Fixed,Open,1690,2138,437,-17.948593,25.891875,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001293,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2769,VuHrZ29UX2N,60010007,Kapofu Health Post,Northern,Chilubi,Chilubi,Kapoka,NA,Rural,Health Post,Public,Functional,Fixed,Open,3831,3509,668,-11.1258,29.5659,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001294,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3471,NA,90070001,Burton Urban Health Centre,Western,Mongu,Mongu Central,Imwiko,NA,Urban,Health Centre,Public,Functional,Fixed,Open,6347,5875,979,-15.1601,23.0858,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001295,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3685,NA,NA,Sr Lucy O'brien Memorial Rural Health Centre,Central,Chibombo,Keembe,Kakoma,NA,Rural,Health Centre,Public,Functional,Fixed,Open,2778,1913,NA,-14.8351,27.935085,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001296,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3953,NA,70400032,Kawama Health Post,North-Western,Mufumbwe,Mufumbwe,Shukwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,1900,886,2,-13.091675,25.134047,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001297,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1201,bPqvMVRyOVL,80040002,Bulyambeba  Health Post,Southern,Kalomo,Dundumwezi,Omba,NA,Rural,Health Post,Public,Functional,Fixed,Open,5053,4914,NA,-16.59113298,26.42677537,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001299,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1240,E0jYjwLc6wI,90080001,Bwina Rural Health Centre,Western,Mulobezi,Mulobezi,Luamuloba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,4524,2827,NA,-16.44005,24.957023,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001300,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2485,eIdr2lM9uwq,20090020,Luansobe Rural Health Centre,Copperbelt,Mufulira,Kankoyo,Kangwa Nsuluka,NA,Rural,Health Centre,Public,Functional,Fixed,Open,17324,12900,NA,-12.50735,28.186717,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001301,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2834,hcXn2JiI5hv,55060002,Chifunda Health Post,Muchinga,Mafinga,Mafinga,Kalanga,NA,Rural,Health Post,Public,Functional,Fixed,Open,8210,6483,1081,-10.58814,33.53667,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001302,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2452,I9AkzAwR12z,70040024,Lunsala Health Post,North-Western,Kalumbila,Solwezi West,Mumena,NA,Rural,Health Post,Public,Functional,Fixed,Open,2059,1883,NA,-12.618002,26.12355,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001303,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2754,qb3oElctO5y,60010020,Kateshi Health Post,Northern,Chilubi,Chilubi,Luangwa,NA,Rural,Health Post,Public,Functional,Fixed,Open,4513,3663,902,-11.1853,30.3631,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001304,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4148,rB5ancoTDkx,NA,Mucheleka Health Post,Northern,Luwingu,Lubansenshi,Masonde,NA,Rural,Health Post,Public,Functional,Fixed,Open,3444,3023,737,-10.2151,30.1145,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001305,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1218,rzkwI8dqKym,90080010,Nawinda Rural Health Centre,Western,Mulobezi,Mulobezi,Nawinda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,3168,2927,NA,-16.5214,24.4845,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001306,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4476,NA,80050035,Lunungu Health Post,Southern,Kazungula,Katombola,Kauwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,8056,7000,1105,-16.857,25.2346,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001307,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1774,xnToDJPNGP6,10010019,Makoka Rural Health Centre,Central,Chibombo,Keembe,Chitanda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,13163,9076,10,-14.685667,27.777646,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001308,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3705,NA,10060008,Chipepo Health centre,Central,Kapiri-Mposhi,Kapiri-Mposhi,Munga,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"3,070",512,-14.112734,28.103695,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001309,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4217,scfBXJrKUsc,50060147,Leza Wa Lukundo Medical Centre,Lusaka,Lusaka,Kabwata,Kabwata,NA,Urban,General clinic,Private,Closed,Fixed,Open,NA,NA,NA,-15.403975,28.372737,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001310,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2807,NA,40060089,Chengo Mini Hospital,Luapula,Mansa,Bahati,Misakalala,NA,Rural,Health Centre,Public,Functional,Fixed,Open,689,483,138,-10.882833,28.8745533,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001311,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4015,t7jjVuBcl1g,70110004,Chitokoloki Hospital Affiliated Health Centre,North-Western,Zambezi,Zambezi East,Chitokoloki,NA,Rural,Health Centre,Public,Functional,Fixed,Open,11218,12184,2841,-13.835219048265,23.202084199219,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001312,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3957,tqTDPX9F53a,70020013,Kamukanda Health Post,North-Western,Ikelenge,Ikelenge,Ikeleng'i,NA,Rural,Health Post,Public,Functional,Fixed,Open,1617,887,147,-11.283,24.267,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-001313,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
