facility_name,facility_code,Old Facility Code,admin1,Sub-District,Constituency,facility_type,latitude,longitude,Telephone,Urban or Rural,Always Open,status,Publication Status,Catchment Area,Updated,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Kudumatse Health Post,338699-2,08-4-10,Mahalapye,Mahalapye,MAHALAPYE EAST,Health Post,-23.40792,27.145492,+267 4749799,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-23T11:42:53Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Baitiredi Clinic,755644-2,08-3-11,Mahalapye,Mahalapye,MAHALAPYE EAST,Clinic,-23.09403,26.82326,+267 4710982,Semi-urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-23T12:42:27Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phuthadikobo Clinic,442946-0,05-3-18,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Clinic,-24.377063,25.545013,+267 5995530,Rural,TRUE,OPERATIONAL,PUBLISHED,96000,2023-04-19T07:32:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maun BDF Clinic,609449-4,01-3-06,Ngami,Ngami,MAUN EAST,Clinic,-19.967681,23.45143,+267 6863039,urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-01-18T13:20:09Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Thito Health Post,604111-5,01-4-16,Ngami,NA,MAUN EAST,Health Post,-20.012341,23.406344,+267 6861018,urban,FALSE,OPERATIONAL,PUBLISHED,850,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chanoga Health Post,1060319-9,01-4-03,Ngami,NA,MAUN EAST,Health Post,-20.166295,23.685811,+267 6867011,Rural,FALSE,OPERATIONAL,PUBLISHED,360,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bonwapitse Health Post,940107-6,08-4-02,Mahalapye,Mahalapye,SHOSHONG,Health Post,-23.076863,26.703568,+267 4710348,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-23T12:48:53Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Shadishadi Health  Post,799821-4,05-4-14,Kweneng East,Kweneng East,LENTSWELETAU-LEPHEPHE,Health Post,-23.478391,25.668309,+267 5960288,Rural,FALSE,OPERATIONAL,PUBLISHED,1495,2023-06-26T08:20:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Boswelakoko Clinic,693957-3,05-3-23,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Clinic,-24.394575,25.496766,+267 5910352,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-14T06:21:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hatsalatladi Health Post,943273-3,05-4-05,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Health Post,-24.138363,25.594493,+267 5931205,Rural,FALSE,OPERATIONAL,PUBLISHED,1588,2023-06-26T09:03:10Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsonyane Health Post,902553-7,22-4-05,Jwaneng,Jwaneng,JWANENG-MABUTSANE,Health Post,-24.86295,24.83082,+267 5810027,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T12:30:55Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mogonono Health Post,188683-7,05-4-16,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Health Post,-24.257886,25.544507,+267 5960045,Rural,FALSE,OPERATIONAL,PUBLISHED,349,2023-06-26T09:20:43Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Borakalalo Clinic,782241-4,05-3-02,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Clinic,-24.408656,25.494324,+267 5920424,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:04:50Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gakuto Health Post,139849-4,05-4-03,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Health Post,-24.471308,25.787948,+267 5960284,Rural,FALSE,OPERATIONAL,PUBLISHED,1831,2023-04-14T08:42:47Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kopong Clinic,236213-5,05-3-06,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Clinic,-24.472472,25.890262,+267 3102765,Rural,FALSE,OPERATIONAL,PUBLISHED,11114,2023-04-19T06:38:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kgope Health Post,722327-4,05-4-06,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Health Post,-24.310733,25.912819,+267 5960250,Rural,FALSE,OPERATIONAL,PUBLISHED,349,2023-04-19T07:24:26Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmanoko Health Post,357664-2,05-4-21,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Health Post,-24.475264,25.664532,+267 5960286,Rural,FALSE,OPERATIONAL,PUBLISHED,1116,2023-04-19T06:42:36Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SHAA\Bosele Health Post,169155-9,07-4-17,Ghanzi,Ghanzi,GHANZI NORTH,Health Post,-21.695754,21.643096,6597322/73924853,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-03-08T06:36:16Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Morama Clinic,304722-2,07-3-06,Ghanzi,Ghanzi,GHANZI NORTH,Clinic,-21.7084,21.656839,+267 73922633,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-02-21T08:21:50Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Broadhurst Pharmacy,463023-2,NA,Greater Gaborone,Greater Gaborone,GABORONE NORTH,Individual practitioner,-24.630897,25.946547,3500320,Urban,FALSE,OPERATIONAL,PUBLISHED,broadhurst,2025-05-22T12:36:21Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gantsi Clinic,390050-3,07-3-04,Ghanzi,Ghanzi,GHANZI NORTH,Clinic,-21.704153,21.643279,6596131/73612439,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-19T17:30:35Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lefhoko Health Post,972813-0,22-4-03,Jwaneng,Jwaneng,JWANENG-MABUTSANE,Health Post,-24.834332,24.669887,+267 5810028,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-17T09:16:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lekgwapeng Health  Post,933244-6,05-4-19,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Health Post,-24.393139,25.475557,5915372,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:34:14Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmatseta Health Post,969643-6,05-4-22,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Health Post,-24.513031,25.865234,5960106,Rural,FALSE,OPERATIONAL,PUBLISHED,1136,2023-04-19T07:18:04Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magokotswane  Health Post,728666-9,05-4-20,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Health Post,-24.399791,25.572679,5920093,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-26T09:16:45Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mokowana /Mosweu Health Post,657606-0,03-4-21,Palapye,Palapye,LERALA-MAUNATLALA,Clinic,-22.650395,27.639305,+267 4917343,Rural,FALSE,OPERATIONAL,PUBLISHED,3130,2023-09-21T09:27:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachikau Clinic,377230-8,10-3-01,Chobe,Chobe,CHOBE,Clinic with Maternity,-18.153897,24.50426,+267 6240186,Semi-rural,TRUE,OPERATIONAL,PUBLISHED,9389,2023-05-22T07:16:54Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kazungula Health Post,283972-8,10-4-05,Chobe,Chobe,CHOBE,Health Post,-17.80326,25.237315,+267 6250970,Urban,FALSE,OPERATIONAL,PUBLISHED,10200,2023-04-18T07:47:55Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kavimba Clinic,807923-8,10-3-05,Chobe,Chobe,CHOBE,Clinic,-18.07549,24.58428,+267 6240209,Rural,FALSE,OPERATIONAL,PUBLISHED,773,2023-04-18T07:03:33Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kasane Health Post,833536-6,10-4-09,Chobe,Chobe,CHOBE,Health Post,-17.799302,25.153586,+267 6250347,Rural,FALSE,OPERATIONAL,PUBLISHED,605,2023-04-12T09:20:28Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mahetlwe Health Post,763910-7,05-4-10,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Health Post,-24.236532,25.6739,+267 5960128,Rural,FALSE,OPERATIONAL,PUBLISHED,1060,2023-06-14T07:41:13Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Julia Molefhe Clinic,918103-3,15-3-14,Greater Gaborone,NA,GABORONE BONNINGTON SOUTH,Clinic,-24.6489,25.8672,+267 3909301,Urban,FALSE,OPERATIONAL,PUBLISHED,22866,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Letoreng Health Post,206797-3,08-4-30,Mahalapye,Mahalapye,SEFHARE-RAMOKGONAMI,Health Post,-23.158201,27.529976,+267 4740164,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-25T14:26:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lephepe Clinic,493151-5,05-3-08,Kweneng East,Kweneng East,LENTSWELETAU-LEPHEPHE,Clinic with Maternity,-23.357654,25.854058,+267 5960462,Rural,FALSE,OPERATIONAL,PUBLISHED,1136,2023-06-20T11:21:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Broadhurst I Clinic,517133-5,15-3-03,Greater Gaborone,NA,GABORONE CENTRAL,Clinic,-24.6365,25.9226,+267 3912194,Urban,FALSE,OPERATIONAL,PUBLISHED,6330,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Broadhurst II Clinic,371418-5,15-3-04,Greater Gaborone,NA,GABORONE BONNINGTON NORTH,Clinic,-24.628,25.9432,+267 3971177,Urban,FALSE,OPERATIONAL,PUBLISHED,18791,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kagiso Clinic,678455-7,19-3-07,Phikwe,Phikwe,SELEBI-PHIKWE WEST,Clinic,-21.985697,27.82218,+267 2610570,Urban,FALSE,OPERATIONAL,PUBLISHED,6400,2023-05-10T06:42:47Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sebele Clinic,478977-2,15-3-13,Greater Gaborone,NA,GABORONE NORTH,Clinic,-24.5882,25.9394,+267 3928878,Urban,FALSE,OPERATIONAL,PUBLISHED,8250,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Extension II  Clinic,671504-9,15-3-16,Greater Gaborone,NA,GABORONE SOUTH,Clinic,-24.6596296,25.922958,+267 3957891,Urban,FALSE,OPERATIONAL,PUBLISHED,5648,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bontleng Clinic,190567-8,15-3-02,Greater Gaborone,NA,GABORONE SOUTH,Clinic,-24.6649,25.9066,+267 3952438,Urban,FALSE,OPERATIONAL,PUBLISHED,11036,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Broadhurst Traditional Area Clinic,218760-7,15-3-05,Greater Gaborone,NA,GABORONE CENTRAL,Clinic,-24.643155,25.923326,+267 3912198,Urban,FALSE,OPERATIONAL,PUBLISHED,10254,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Extension 14 Clinic,809716-4,15-3-06,Greater Gaborone,NA,GABORONE SOUTH,Clinic,-24.677469,25.907047,+267 3912459,Urban,FALSE,OPERATIONAL,PUBLISHED,7688,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kgatelopele/Block 8 Clinic,155318-9,15-3-25,Greater Gaborone,NA,GABORONE NORTH,Clinic,-24.6063,25.914,+267 3939345,Urban,FALSE,OPERATIONAL,PUBLISHED,5705,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tlokweng Main Clinic,991139-7,15-3-35,Greater Gaborone,NA,TLOKWENG,Clinic,-24.667312,25.957463,+267 3928228,Urban,FALSE,OPERATIONAL,PUBLISHED,36982,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mochudi 2  Clinic,521011-7,09-3-05,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.373852,26.161209,+267 5777337,Rural,FALSE,OPERATIONAL,PUBLISHED,8887,2023-04-13T14:17:18Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Boseja 1  Clinic,142959-6,09-3-08,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic,-24.407313,26.15942,+267 5748225,Rural,FALSE,OPERATIONAL,PUBLISHED,9611,2023-04-14T06:19:22Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makakatlela  Clinic,653316-0,09-3-09,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.3598,26.139,+267 5748137,Rural,FALSE,OPERATIONAL,PUBLISHED,1889,2023-04-20T09:52:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Senyawe Health Post,100051-2,02-4-14,North East,North East,TATI EAST,Health Post,-20.765185,27.69086,+267 2488228,Rural,FALSE,OPERATIONAL,PUBLISHED,1339,2023-04-20T10:11:56Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tshesebe Clinic,550673-8,02-3-14,North East,North East,TATI EAST,Health Post,-20.726976,27.582452,+267 2489215,Rural,FALSE,OPERATIONAL,PUBLISHED,2277,2023-04-20T09:04:24Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsamaya Clinic,159292-2,02-3-05,North East,North East,TATI EAST,Clinic with Maternity,-20.836992,27.627205,+267 2488205,Rural,FALSE,OPERATIONAL,PUBLISHED,2387,2023-04-24T07:54:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phaphane  Clinic,134033-0,09-3-10,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.398301,26.105647,+267 5773421,Rural,FALSE,OPERATIONAL,PUBLISHED,5713,2023-04-21T06:26:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmokolodi Clinic,933228-9,15-3-34,Kweneng East,Kweneng East,GABANE-MMANKGODI,Clinic,-24.7082,25.808,+267 3960121,Rural,FALSE,OPERATIONAL,PUBLISHED,689,2023-05-02T12:36:15Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mochudi 1  Clinic,118883-8,09-3-04,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.396106,26.143023,+267 5777888,Rural,FALSE,OPERATIONAL,PUBLISHED,15227,2023-04-27T12:46:22Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Moreomabele Health Post,187595-4,187595-4,Palapye,Palapye,PALAPYE,Health Post,-22.5446618,27.1057375,+26777024390,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-10-10T11:44:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Morwa  Clinic,503641-3,09-3-11,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.423139,26.085817,+267 5728614,Rural,FALSE,OPERATIONAL,PUBLISHED,3566,2023-04-21T08:25:17Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sedibeng Health Post,674502-0,23-4-18,Goodhope,Goodhope,GOODHOPE-MABULE,Health Post,-25.63991,25.13463,+267 5410813,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-31T12:39:48Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kgosing Clinic,422403-6,05-3-05,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Clinic,-24.408535,25.515755,+267 5920078,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:31:26Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ditshegwane Clinic,952729-2,20-4-02,Kweneng West,Kweneng West,TAKATOKWANE,Clinic,-24.167028,24.960983,+267 5943228,Rural,FALSE,OPERATIONAL,PUBLISHED,2949,2023-07-10T08:44:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Modipane Health Post,371326-0,09-4-11,Kgatleng,Kgatleng,MOCHUDI EAST,Health Post,-24.626432,26.125523,+267 3102227,Rural,FALSE,OPERATIONAL,PUBLISHED,2559,2023-04-14T06:30:01Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Boseja 2  Clinic,169913-1,09-3-12,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic,-24.421434,26.138476,+267 5778113,Rural,TRUE,OPERATIONAL,PUBLISHED,10290,2023-04-14T06:48:05Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dikwididi Health Post,375485-0,09-4-04,Kgatleng,Kgatleng,MOCHUDI EAST,Health Post,-24.593722,26.218878,+267 5750211,Rural,FALSE,OPERATIONAL,PUBLISHED,518,2023-04-14T07:49:09Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Molepolole Council Clinic,325329-1,05-3-13,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Clinic,-24.401672,25.513328,+267 5920289,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-19T07:14:57Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makgophana Health Post,849220-9,09-4-18,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-24.389843,26.180225,+267 5710273,Rural,FALSE,OPERATIONAL,PUBLISHED,3112,2023-04-25T08:47:12Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rasesa  Clinic,757017-9,09-3-14,Kgatleng,Kgatleng,MOCHUDI WEST,Clinic,-24.369796,26.080646,+267 5728017,Rural,FALSE,OPERATIONAL,PUBLISHED,3323,2023-04-20T08:53:03Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Malolwane  Clinic,121018-6,09-3-13,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic,-24.535,26.4743,+267 5778251,Rural,FALSE,OPERATIONAL,PUBLISHED,3465,2023-04-25T09:13:17Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matebele Health Post,178427-1,09-4-10,Kgatleng,Kgatleng,MOCHUDI EAST,Health Post,-24.53731,26.040149,+267 5710133,Rural,FALSE,OPERATIONAL,PUBLISHED,3122,2023-04-25T10:31:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pilane Health Post,119826-6,09-4-13,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-24.405707,26.077408,+267 5729705,Rural,FALSE,OPERATIONAL,PUBLISHED,2175,2023-04-25T12:49:22Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dikhukhung Health Post,143993-4,23-4-09,Goodhope,Goodhope,GOODHOPE-MABULE,Health Post,-25.81329,24.799131,+267 5410814,Rural,FALSE,OPERATIONAL,PUBLISHED,400,2023-05-16T09:22:58Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
